0.000000000000000000e+00,2.021966026814010675e+01,2.492083377583284853e-01,2.054156196599009476e+01,3.800191867276846436e-01,1.988815434828692830e+01,3.061215832816339133e-01,0.000000000000000000e+00
0.000000000000000000e+00,2.021966026814010675e+01,2.492083377583284853e-01,2.054156196599009476e+01,3.800191867276846436e-01,1.988815434828692830e+01,3.061215832816339133e-01,1.000000000000000000e+00
1.000000000000000000e+00,2.166815274443463935e+01,7.055740848280647182e-01,2.054169042294905978e+01,3.690166292853401531e-02,1.903591345860472472e+01,9.850350737116028710e-02,2.000000000000000000e+00
2.000000000000000000e+00,2.088318818108283637e+01,4.146855932228107333e-01,2.083724678219693516e+01,4.039598798941529956e-01,2.206154955138276819e+01,5.716642705918002498e-01,3.000000000000000000e+00
0.000000000000000000e+00,1.910407486159444090e+01,2.291523495779598796e-01,1.964893237264607251e+01,4.660703253215263409e-02,2.008160928442653059e+01,2.775103171277552017e-01,4.000000000000000000e+00
0.000000000000000000e+00,1.939977423603989592e+01,1.449729985481446326e-01,2.064241493717888076e+01,2.086445314917156069e-01,2.050315788566594932e+01,5.340910950130375312e-01,5.000000000000000000e+00
0.000000000000000000e+00,1.982707687570845323e+01,3.179955794730502383e-01,2.003258941609782440e+01,3.874439511363599320e-01,2.065148173071106186e+01,2.974110926641340691e-01,6.000000000000000000e+00
0.000000000000000000e+00,2.004156289266354563e+01,4.025572393985677455e-01,2.056332082520521354e+01,3.517419747604521030e-01,1.975545098963943502e+01,7.917167635990107755e-01,7.000000000000000000e+00
0.000000000000000000e+00,2.030300770433035851e+01,1.778260487590757888e-01,2.136722884156919733e+01,3.890791105112801906e-01,2.020301148281335557e+01,7.216613594996444947e-01,8.000000000000000000e+00
0.000000000000000000e+00,2.003511273961947836e+01,3.475857678924644811e-01,2.014727109946035810e+01,1.132906495444586242e-01,1.980441525902092792e+01,4.758498530520386960e-01,9.000000000000000000e+00
0.000000000000000000e+00,2.049899567883778317e+01,5.793893329988706459e-02,2.027465341949825728e+01,1.131822543437776885e+00,2.029606843547119865e+01,4.764884207211061429e-01,1.000000000000000000e+01
0.000000000000000000e+00,2.006782636604771852e+01,6.657375130764469073e-01,2.062931262176618574e+01,2.556692458120530809e-01,1.885792487755367119e+01,9.333450920218611113e-02,1.100000000000000000e+01
0.000000000000000000e+00,2.011183970226344897e+01,5.338826112286071401e-01,2.007636142389013401e+01,8.846041037809366792e-01,1.997853104042219385e+01,1.358082150394691046e-01,1.200000000000000000e+01
0.000000000000000000e+00,2.041853556947570070e+01,4.545701551171248966e-01,1.971571576641624901e+01,1.642453069794382881e-01,1.980378160786416686e+01,2.148243648175379439e-01,1.300000000000000000e+01
0.000000000000000000e+00,2.007992684328603872e+01,3.978558909007586797e-01,1.962273849079833354e+01,3.561794193139897202e-02,1.944214880220078712e+01,2.562825901453806288e-01,1.400000000000000000e+01
0.000000000000000000e+00,1.936911074419361967e+01,5.796371535460366209e-01,2.047831190483081443e+01,6.418288161503975520e-01,2.062898042611859495e+01,2.287490008881498671e-01,1.500000000000000000e+01
1.000000000000000000e+00,2.240071005886118627e+01,2.206663994074670454e-01,2.061946831479689024e+01,3.187312519059126159e-01,1.930434848751405141e+01,3.918970337768448720e-01,1.600000000000000000e+01
0.000000000000000000e+00,2.061276691293266339e+01,5.837071679983499989e-02,1.975863555244580994e+01,9.722143876668042362e-01,2.035273368523768056e+01,1.828016337993441584e-02,1.700000000000000000e+01
0.000000000000000000e+00,2.042776328697376087e+01,7.936156700513535833e-02,1.971326984619010503e+01,2.325168179724685924e-01,1.963264376505628661e+01,9.547039721935632883e-01,1.800000000000000000e+01
0.000000000000000000e+00,1.993881258358738506e+01,4.610487622019478482e-01,1.998950613591027903e+01,3.690787707642733673e-01,2.004683975394177864e+01,3.212806776872055292e-01,1.900000000000000000e+01
2.000000000000000000e+00,2.027637581373786446e+01,4.455959914172653163e-02,2.029623652645724263e+01,6.196689360829297222e-01,2.203419409175081967e+01,1.034768027883299218e-01,2.000000000000000000e+01
0.000000000000000000e+00,1.967998532509468745e+01,3.523923353809298442e-01,2.005075046146486173e+01,1.314609976048388695e-01,2.053958188622823755e+01,6.681430447466081279e-01,2.100000000000000000e+01
0.000000000000000000e+00,1.915619618490303111e+01,3.904673382466620213e-01,2.043461020908031500e+01,6.625516600936602885e-01,1.994177329169341206e+01,4.037379558011575664e-01,2.200000000000000000e+01
0.000000000000000000e+00,2.077453067603319070e+01,4.625003087967498039e-01,2.039484483733469844e+01,8.467677014037937600e-01,1.987652085695562221e+01,3.887135742040664366e-01,2.300000000000000000e+01
0.000000000000000000e+00,1.996973889912957745e+01,1.845621825221205603e-01,1.998806700772654210e+01,8.103321287627518466e-02,2.054664661884220322e+01,4.513931417790107981e-01,2.400000000000000000e+01
0.000000000000000000e+00,1.934678611277119842e+01,1.171200675131774283e+00,2.056276562699293109e+01,8.957012494825732085e-02,1.960085913490860321e+01,1.575467887886376817e+00,2.500000000000000000e+01
0.000000000000000000e+00,1.914375127134956855e+01,9.354700556394884847e-01,2.063894018385409979e+01,3.352286490609479586e-01,2.090933221568121425e+01,1.367614038012673894e-01,2.600000000000000000e+01
0.000000000000000000e+00,1.869119624414378933e+01,2.125656152328270210e-01,2.068921059293807119e+01,1.371266430624931421e-01,1.966465515099464767e+01,1.467391231974211376e-02,2.700000000000000000e+01
0.000000000000000000e+00,2.002602639208805257e+01,3.548379050376532229e-02,2.003255515601060210e+01,1.698751532827530997e-01,1.996376124839539301e+01,5.209701907099535401e-01,2.800000000000000000e+01
0.000000000000000000e+00,1.960310322354380475e+01,1.675677986754521842e-01,2.024435579905627236e+01,5.914072923727482778e-02,2.044500742257451620e+01,1.963562397721931863e-01,2.900000000000000000e+01
0.000000000000000000e+00,2.013264715678023009e+01,4.476978798856495051e-02,1.937504567429508384e+01,7.243883938788262533e-01,1.929286152509561703e+01,1.177866622819623066e+00,3.000000000000000000e+01
0.000000000000000000e+00,1.997291143741253450e+01,4.240823204087664777e-01,2.044469889849601074e+01,4.957034875054103229e-01,1.993617038808886477e+01,5.548600827625124188e-01,3.100000000000000000e+01
0.000000000000000000e+00,2.053939544087819158e+01,5.111001172117118907e-01,1.999946371338286610e+01,3.932900928627097170e-01,2.039883573815369644e+01,2.524303581281638897e-01,3.200000000000000000e+01
0.000000000000000000e+00,1.924143347734158738e+01,5.507594353773322959e-01,1.937085122651107483e+01,8.445560948722825589e-01,1.919670887513608903e+01,2.212304759835406059e-02,3.300000000000000000e+01
0.000000000000000000e+00,2.051922823736489931e+01,4.905534835648978076e-01,1.986456492548346731e+01,5.272269607527203528e-01,1.963414060852228715e+01,2.116407795610499576e-01,3.400000000000000000e+01
0.000000000000000000e+00,2.023885883565328569e+01,5.769256492383553064e-02,2.012943267618663512e+01,9.555562965457765900e-02,1.995491708397872443e+01,1.310350962595989266e+00,3.500000000000000000e+01
0.000000000000000000e+00,2.050195273560585463e+01,7.854327308139410491e-01,2.017462981857670812e+01,4.985266977712891068e-01,1.956299245660838437e+01,6.054230104006521618e-01,3.600000000000000000e+01
0.000000000000000000e+00,2.018944482609728652e+01,1.284333559884801718e-02,1.947557997590091006e+01,9.590019545112338228e-01,2.099803020963424061e+01,8.870827106084663849e-02,3.700000000000000000e+01
0.000000000000000000e+00,2.001653500994752122e+01,7.699543221201089471e-01,1.986086152737071231e+01,4.681984371541208362e-02,2.019798155180137300e+01,2.489727049376415924e-01,3.800000000000000000e+01
0.000000000000000000e+00,1.952146044573084893e+01,2.037913749935234276e-01,1.980530587254202857e+01,6.858994794105464088e-01,2.030253488941126250e+01,4.677588174253815567e-01,3.900000000000000000e+01
0.000000000000000000e+00,1.968679791778449584e+01,5.173674929830229807e-01,1.936872087756056615e+01,4.631910351667493098e-01,2.040497192425025474e+01,9.900217481736069136e-02,4.000000000000000000e+01
0.000000000000000000e+00,1.946603902054208035e+01,2.557632057925893765e-01,1.934610383762350594e+01,4.123010587567026985e-01,1.946462191512929607e+01,7.383984086398999169e-01,4.100000000000000000e+01
0.000000000000000000e+00,2.020697102444481175e+01,1.784068098039327532e-01,2.022421401561988219e+01,2.826259732845671710e-02,1.999966262420876362e+01,3.967796569524700834e-01,4.200000000000000000e+01
0.000000000000000000e+00,2.041791703879551889e+01,3.895302590800668596e-02,2.021081105148397228e+01,2.736705278733014834e-01,1.955674959248034739e+01,7.672150819066778094e-02,4.300000000000000000e+01
0.000000000000000000e+00,1.959304984467115673e+01,6.407019634167975264e-01,1.982944931975960401e+01,2.917652086535765799e-01,2.016234453297977680e+01,1.319376563916521694e-01,4.400000000000000000e+01
0.000000000000000000e+00,1.943640928189356032e+01,1.138354095102286079e-01,1.934888261376771723e+01,1.677766697093330539e-01,1.998442062697096233e+01,2.644490228341933591e-02,4.500000000000000000e+01
0.000000000000000000e+00,1.989617635847724131e+01,2.754717854793842235e-01,2.013367199402330243e+01,4.371565170798482614e-01,2.061901770183919780e+01,6.237069968987448698e-01,4.600000000000000000e+01
0.000000000000000000e+00,2.017433576095242742e+01,8.700885245957796776e-01,1.919456931350136486e+01,1.446437555314046275e-01,2.048406620844050252e+01,8.737560797924972533e-01,4.700000000000000000e+01
0.000000000000000000e+00,2.027217272199024478e+01,7.212858854557447907e-01,2.027476305767723019e+01,5.654465688953521502e-02,2.035844358496857254e+01,4.046137617761955685e-01,4.800000000000000000e+01
0.000000000000000000e+00,1.963718657902558107e+01,1.905118828991465285e-01,1.991096930092609796e+01,8.127909237073877025e-01,1.981285811062459956e+01,1.642070144608786253e-01,4.900000000000000000e+01
2.000000000000000000e+00,2.014931532913681878e+01,8.342889771068335847e-01,2.047584740772712308e+01,3.241203394882684330e-02,2.201876899415904631e+01,5.880683199129336236e-01,5.000000000000000000e+01
