0.000000000000000000e+00,3.385292763983159858e+01,6.533086901199999623e-03,-1.801877578981089911e+01,8.270233687000000389e-03,1.429591393397000032e-01,2.395860857179999900e-02,3.074000000000000000e+03,5.749305032273614897e-03
1.000000000000000000e+00,2.245362390790160134e+01,2.761291675599999908e-03,-1.123912360890649964e+01,5.071539860799999765e-03,4.345402785083000152e-01,3.296866247179999765e-02,1.960000000000000000e+02,2.049931166189316711e-03
2.000000000000000000e+00,3.566472132322680011e+01,9.699434422000000533e-04,-2.227639722315040061e+01,1.227989996800000040e-03,1.741910189098999917e-01,2.385210866309999886e-02,1.792000000000000000e+03,2.516124816095675638e-03
3.000000000000000000e+00,2.504561380085489830e+01,5.032679787300000339e-03,-2.026430879057379997e+01,8.814413046300000401e-03,9.709712819349999857e-02,2.050727660170000022e-02,2.477000000000000000e+03,2.287687853829595622e-03
4.000000000000000000e+00,2.817156382802960124e+01,6.033574168000000078e-04,-1.940753222995219929e+01,8.282439548000000143e-04,1.029167912534199925e+00,1.923757251979999958e-02,3.162000000000000000e+03,3.363986258686973985e-03
5.000000000000000000e+00,2.013477086256740023e+01,7.867129246000000367e-03,-1.878515973489280100e+01,6.906017788099999728e-03,1.699496557775000138e-01,2.196561734450000122e-02,2.917000000000000000e+03,4.198281173819196771e-03
6.000000000000000000e+00,2.796847416043869927e+01,2.749888660299999819e-03,-1.429692275328450002e+01,3.986979026400000112e-03,3.563690227385000187e-01,2.746180686740000085e-02,3.894000000000000000e+03,4.148470874603379759e-03
7.000000000000000000e+00,3.400547270359280105e+01,3.246135009899999910e-03,-3.218664738612969956e+01,5.341039236700000428e-03,2.042692738544999997e-01,2.645391519210000056e-02,3.682000000000000000e+03,3.058967596047251162e-03
8.000000000000000000e+00,3.030437907700790134e+01,5.073517808900000411e-03,-3.455604889572929750e+01,4.570702047699999604e-03,2.651724381532999941e-01,2.809092537169999987e-02,3.825000000000000000e+03,8.100873094735889027e-03
9.000000000000000000e+00,3.302019849513410321e+01,2.316712086999999937e-03,-2.415769812145580175e+01,3.658222176599999851e-03,2.548021264270999842e-01,1.964575516200000108e-02,4.172000000000000000e+03,3.853252033980640069e-03
1.000000000000000000e+01,3.412454099728640244e+01,7.556569363400000156e-03,-2.411331570239429922e+01,1.195826532040000084e-02,1.245804804526000065e-01,2.185100051309999888e-02,4.152000000000000000e+03,8.994084379137847265e-03
1.100000000000000000e+01,2.826809883155269887e+01,3.394649095600000156e-03,-2.832062221261179857e+01,3.635059519200000214e-03,2.180575258743999989e-01,1.780471113669999939e-02,2.247000000000000000e+03,8.668547063001451249e-04
1.200000000000000000e+01,4.424717525615319857e+01,4.294578909599999772e-03,-2.503621873843789913e+01,4.246205831400000352e-03,4.901672345177000012e-01,6.585082408320000469e-02,3.498000000000000000e+03,2.003860369505875219e-02
1.300000000000000000e+01,4.019701910894379893e+01,8.321410785000000121e-04,-3.020851920651010047e+01,1.263315238300000056e-03,1.418014327950100073e+00,3.497561220280000216e-02,9.810000000000000000e+02,1.041675651697396461e-02
1.400000000000000000e+01,2.081351411057169898e+01,4.103554653399999613e-03,-1.862797425920459915e+01,4.922156333999999980e-03,2.529122928690999972e-01,2.176717526270000036e-02,2.045000000000000000e+03,2.980230397147022245e-03
1.500000000000000000e+01,1.873655171452569945e+01,6.171835600000000286e-04,-3.438348471886600066e+01,1.125516301799999938e-03,1.329520768565700006e+00,3.368294433990000336e-02,2.668000000000000000e+03,4.746852380328936936e-03
1.600000000000000000e+01,1.258313999670319916e+01,8.977025470000000312e-03,-1.963217997217309829e+01,9.956149428400000445e-03,1.952815034154999907e-01,3.311714592829999998e-02,2.670000000000000000e+03,5.647319861414326625e-03
1.700000000000000000e+01,4.214384640639539725e+01,2.935831070399999923e-03,-1.462353799699629953e+01,3.903329967899999819e-03,6.495024891320000382e-01,6.872269856490000051e-02,3.997000000000000000e+03,7.400729094952155501e-03
1.800000000000000000e+01,1.189594177438659983e+01,2.366521280199999824e-03,-3.346053774891480259e+01,3.955908145400000367e-03,4.159854627690999784e-01,4.116853442710000088e-02,4.243000000000000000e+03,2.536806220729014016e-03
1.900000000000000000e+01,2.483532470304119855e+01,4.761248620299999776e-03,-3.053710390362559934e+01,8.311470203000000112e-03,1.136491120297000029e-01,1.961470839819999881e-02,1.700000000000000000e+02,4.131979343091368717e-03
2.000000000000000000e+01,2.398457814118830100e+01,4.694280526099999830e-03,-2.588818967093889967e+01,5.682468120899999628e-03,1.385712322001000085e-01,1.694197354169999989e-02,3.670000000000000000e+02,4.053684348156910526e-03
2.100000000000000000e+01,3.252672131297489955e+01,4.769367057999999819e-03,-1.231135238059630055e+01,6.008895405400000236e-03,2.322825163111000013e-01,3.907204776999999990e-02,1.880000000000000000e+03,9.089439219309671707e-04
2.200000000000000000e+01,1.515137768350730063e+01,8.439645454999999876e-04,-1.385277792965190002e+01,1.032521947099999992e-03,1.763386610064400006e+00,3.861807296349999835e-02,1.946000000000000000e+03,1.652089957454069835e-02
2.300000000000000000e+01,2.511990665893030084e+01,2.536637993900000068e-03,-2.017646103334740104e+01,4.058079568399999837e-03,1.958323534298999913e-01,1.852142186689999942e-02,3.630000000000000000e+03,4.628213974166240675e-03
